/Users/ggarcia/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Loading environment variables from .env file in $HOME/.sfdc...
Connected to Salesforce successfully!
Start Date: 2024-09-16
End Date: 2024-09-30
Current Quarter: Q3
SOQL Query: 
    SELECT Name, Amount, CloseDate, ForecastCategoryName, Owner_Area__c, Distributor__c, StageName, IsClosed
    FROM Opportunity
    WHERE CloseDate >= 2024-09-16 
    AND CloseDate <= 2024-09-30
    AND IsClosed = False
    AND Owner_Area__c LIKE '%SOLA%'
    ORDER BY CloseDate ASC
    
Total records retrieved: 849
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-FY24-RNW-BOLSA-W38 SEPTIEMBRE 16, CloseDate: 2024-09-16, Area: SOLA - Colombia, Amount: 1595.0
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3-FY24-RNW-Silica Networks, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 6056.1
Distributor: a0N3400000TSnEAEA1, Opportunity: ENT -  Filtanet / Tipti / FG UPG UTP Fase II, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 400.0
Distributor: a0N3400000TSnDvEAL, Opportunity: Q4 FY24 RNWL (LIC FAZ) WOM 2024, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 22137.5
Distributor: a0N3400000TSoUvEAL, Opportunity: CIrion - Fw argentina perimetro, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 70416.78
Distributor: a0N800000069gpPEAQ, Opportunity: Cedia / Inocar / FG 2024, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 31436.48
Distributor: a0N3400000LcbcUEAR, Opportunity: Ufinet / Ebestphone / FG, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 4241.16
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - Tracto Camiones - FWs, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 12356.82
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - NH HOTEL - FG-100F, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 10354.96
Distributor: a0N3400000TSoUvEAL, Opportunity: VE_GEF_ITELA_FAZ, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 38603.67
Distributor: a0N3400000LcbceEAB, Opportunity: Q4-2023-Renewal-Perulinux-, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 17135.92
Distributor: a0N3400000LcbhyEAB, Opportunity: Q4-FY24-RNW-Agrosuper (Colegio Cipreses) (Named), CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 6950.7
Distributor: a0N3400000LcbcUEAR, Opportunity: Q3-FY25-RNW-INOCAR, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 16045.2
Distributor: a0N3400000TSoUqEAL, Opportunity: Q3-FY24-RNW-BOLSA-REDINAR, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 8000.0
Distributor: a0N3400000TSoUvEAL, Opportunity: GP // Q3-2024-Renewal- IFX tenant - CALSA FortiMail VM02, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 10868.0
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-FY24-CROSS SELL UNION VIAL VIA PAMPLONITA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 7031.54
Distributor: a0N3400000TSoUvEAL, Opportunity: GP // Q3-2024-Renewal- IFX tenant - CALSA, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 7243.75
Distributor: a0N3400000Psy93EAB, Opportunity: DIANA CORP/COEM/OT PLANTA BQUILLA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 60025.49
Distributor: a0N3400000TSoY9EAL, Opportunity: Sell Out - Fiberlux - Papelera Nacional - NGFW, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 590.75
Distributor: a0N3400000TSoUvEAL, Opportunity: VE_ISOLA FOODS_TECNORAID, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 23934.2
Distributor: a0N3400000LcbceEAB, Opportunity: Banco de Comercio- Sdwan, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 42818.52
Distributor: a0N8000000Ajer4EAB, Opportunity: Q3-FY25-RNW-Corporacion Khipu, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 7403.25
Distributor: a0N2H00000VO1GsUAL, Opportunity: BOL-OST-V. De Copacaban FSWs, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 41379.97
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNWL-Allkom S.A.-BOLSA WEEK 39-CM, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 12000.0
Distributor: a0N3400000TSoY4EAL, Opportunity: Q3-2024-RNW-ADD ON-ALCALDIA DE MEDELLIN-GAMMA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 360.48
Distributor: a0N3400000LcbhyEAB, Opportunity: E-Contact-Forticamaras, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 10217.22
Distributor: a0N3400000LcbhyEAB, Opportunity: Q2-FY24-Upsell-Statkraft, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 24786.0
Distributor: a0N800000067B0yEAE, Opportunity: UCU_ACCSA_FG Central+Edge+Branches, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 50304.0
Distributor: a0N2H000007lgZ3UAI, Opportunity: Q3-FY24-RNW-SINDEC, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 5055.95
Distributor: a0N30000000WGdSEAW, Opportunity: Univ. San Martin - EMZT - CIN - Dacas, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 4055.2
Distributor: a0N3400000Psy93EAB, Opportunity: EDR - Fortimail, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 308820.0
Distributor: a0N3400000TSnE0EAL, Opportunity: Nuevo Banco del Chaco-ZConsulting - FortiSASE, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 24600.25
Distributor: a0N2H00000WMYUgUAP, Opportunity: Genrod | Consulting Services |  MDR, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 16867.16
Distributor: a0N3400000TSoUqEAL, Opportunity: Equital_Bisnext_FG-400F, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 11408.4
Distributor: a0N3400000TSoUqEAL, Opportunity: CAMEC_Conatel_FG120G, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 8880.0
Distributor: a0N3400000TSoY4EAL, Opportunity: Q3-FY24-RNW BOLSA  SEPT WEEK13, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 17000.0
Distributor: a0N3400000LcbcjEAB, Opportunity: Enex-WiFi Corporativo, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 3458.7
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL - ELECTROGAS, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 16131.88
Distributor: a0N8000000Ajer4EAB, Opportunity: GTD - EA 2024 SET, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 458500.0
Distributor: a0N3400000LcbcZEAR, Opportunity: OT-CLARO-ECOPETROL, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 433254.28
Distributor: a0N3400000LcbcZEAR, Opportunity: COL- EGlobal- SERVICONTACTO SOLUTIONS SAS-, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 17186.4
Distributor: a0N3400000TSoY4EAL, Opportunity: Grupo Promigas/Firewalls-Sws+OT Fase 3/Telefonica Movistar, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 76194.96
Distributor: a0N800000067B0yEAE, Opportunity: Q3-FY24-RNW-BOLSA-COACOM, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 1156.74
Distributor: a0N800000067B0yEAE, Opportunity: VE_Protinal Proagro_IT Servicios, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 4981.5
Distributor: a0N2H00000WHVkxUAH, Opportunity: Canal 4_ACCSA_FML, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 9709.91
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3-FY24-RNW-ITQ LATAM, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 10479.2
Distributor: None, Opportunity: CIN - Unv NAC Nordeste - EMZT - 2x 600F + WAF, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 28634.24
Distributor: a0N3400000LcbcjEAB, Opportunity: Q4 FY24 RNWL UMCE (5358269-1 | Preventivo)/Innova-Net/Adistec, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 4927.52
Distributor: a0N3400000LcbhyEAB, Opportunity: Q3 FY24 RNWL Hogar De Cristo (|5444264-1/Venc Septiembre 2024) /IT-Trust/Dacas, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 9583.41
Distributor: a0N3400000LcbcZEAR, Opportunity: Colombia Telecomunicaciones S.A. ESP-Alpina-SDWAN, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 462356.86
Distributor: a0N30000000WGdSEAW, Opportunity: Banco Macro - GlobalGate - Web Filter, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 4384.45
Distributor: a0N2H000007lgX7UAI, Opportunity: Scania Colombia S A S-sedes colombia, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 50043.1
Distributor: a0N30000000WGdSEAW, Opportunity: ASOCIACION MUTUAL SANCOR SALUD-Telecom- Recambio Global FAP + FS (HW), CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 95696.25
Distributor: a0N3400000TSoY4EAL, Opportunity: XSell Telcos - ETERNA S.A.- Cirion - Dacas -1era Instancia, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 16869.322
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNW-UNIVERSIDAD MONTEAVILA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 535.57
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNW-BOLSA-ALPHA SYSTEM, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 5000.0
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNWL-ISSUNNE-CIN-CM, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 1458.78
Distributor: a0N8000000Ajer4EAB, Opportunity: Claro - Fortisiem, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 15921.2
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_Belsport_YNK_SASE_Fase2_CD, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 20979.0
Distributor: a0N3400000TSoY9EAL, Opportunity: Abaco_iNet_ZTNA_Token, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 5667.84
Distributor: a0N800000067B0yEAE, Opportunity: VE_REDIPNET_DELTAP_400F, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 39295.6
Distributor: a0N800000069gpPEAQ, Opportunity: New_SecNet_SP Telconet | Network | MSSP H2_2024, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 36035.07
Distributor: a0N3400000TSoUqEAL, Opportunity: Distrito El Globo_Telefonica_FG-100F, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 5761.8
Distributor: a0N3400000TSoUvEAL, Opportunity: JVB // Expired -Renewal-Raizen (corpo) -  cluster FG400E, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 26904.33
Distributor: a0N3400000LcbhyEAB, Opportunity: Q3-FY24-RNW-Net-Trust (Porsche), CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 7497.07
Distributor: a0N3400000LcbceEAB, Opportunity: NEWPORT CAPITAL (GRUPO SAM) - Refresh, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 43637.14
Distributor: a0N3400000Psy93EAB, Opportunity: ZTNA & WAF- Cirion - Colombiana de Escenarios, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 18570.0
Distributor: a0N3400000Psy93EAB, Opportunity: ALIANZA TEAM/CIRION/ZTNA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 14565.6
Distributor: a0N3400000LcbcjEAB, Opportunity: Q2-FY24-RNW-BolsaW39, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 30000.0
Distributor: a0N3400000LcbcjEAB, Opportunity: GTD-Xsell-Copefrut, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 5722.34
Distributor: a0N3400000Psy93EAB, Opportunity: Sociedad Portuaria Buenaventura / FORTIGATE, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 87523.44
Distributor: a0N3400000LcbhyEAB, Opportunity: Tricot-PAM-ZTNA-NLT-DACAS-36MESES, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 66236.08
Distributor: a0N3400000LcbceEAB, Opportunity: Sell Out - Entel - Akam - DPP, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 504.9
Distributor: a0N2H000007lgX2UAI, Opportunity: Telalca - Prosegur - SYNNEXFg - 40F - Fase 4, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 34650.0
Distributor: a0N30000000WGdSEAW, Opportunity: Supercanal S.A.- Consulting - SD WAN growth, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 5886.0
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNW-BOLSA-BLUENET, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 5000.0
Distributor: a0N3400000TSoUvEAL, Opportunity: VE_Fuller_TECNORAID, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 42334.29
Distributor: a0N800000067B0yEAE, Opportunity: PY _ TEISA _ EL MEJOR S.R.L. (GRUPO BAUDELET) _ FG-200F OR FG-100F, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 14894.85
Distributor: a0N3400000TSoUqEAL, Opportunity: HRU_FS Hotel Carrasco, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 11855.99
Distributor: a0N3400000TSoUvEAL, Opportunity: ME // Q3-2024-Renewal-Grupo Petersen (SKU for EA 1 Year) ver1, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 632.5
Distributor: a0N3400000TSoUvEAL, Opportunity: VE_IESA_CONTEL, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 18761.08
Distributor: a0N3400000Psy93EAB, Opportunity: INVESA S.A- NAC, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 16760.19
Distributor: a0N800000069gpPEAQ, Opportunity: Cedia / Uleam / FG Sedes, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 70563.1
Distributor: a0N3400000LcbceEAB, Opportunity: GTD - UNIVERSIDAD AUTONOMA - FG, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 18423.0
Distributor: a0N3400000LcbhyEAB, Opportunity: Cognita - FG 80F, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 3903.81
Distributor: a0N30000000WGdSEAW, Opportunity: GTD-Municipalidad de Villarica, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 3906.0
Distributor: a0N3400000TSoUvEAL, Opportunity: ME // Q3-2024-Renewal-Grupo Petersen (coterms for EA 1 Year), CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 7487.48
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-2024-Renewal-Permoda Ltda (Named/E/JPM), CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 51843.35
Distributor: a0N8000000Ajer4EAB, Opportunity: Q4FY24-Renewal-CMAC TRUJILLO EDR, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 60379.72
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3 FY24 RNWL ClaroVTR-EA (5186032-1)/Claro Dacas, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 12989.11
Distributor: a0N3400000Psy93EAB, Opportunity: Q4-2024-Renewal-Efigas S.A E.S.P -Brenda, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 24373.33
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-2024-Renewal-Aire-Media- Rosa, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 49304.87
Distributor: a0N3400000Psy93EAB, Opportunity: Q4-2024-Renewal-COOMEVA-SONDA DE COLOMBIA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 345557.0
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_Belsport_WIFI_Tiendas, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 17803.5
Distributor: a0N3400000LcbhyEAB, Opportunity: NTT_APL Logistic_Dacas_SDWan, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 25141.5
Distributor: a0N3400000Psy93EAB, Opportunity: Vehicosta S.A.S.-SDWAN, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 6914.23
Distributor: a0N3400000TSoY4EAL, Opportunity: OADMIN - PROYECTO LAN LAMITECH -OADMIN 2024, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 73825.6
Distributor: a0N3400000LcbcZEAR, Opportunity: Industrias Electromecánicas Magnetrón S.A.S.-NSIT OT FASE 2, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 49761.77
Distributor: a0N3400000LcbcjEAB, Opportunity: Enex-Conectividad-Fase2, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 176000.2
Distributor: a0N3400000TSoUvEAL, Opportunity: PY-CELEXX-BEPSA-Switches + FMGR + FAZ, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 16412.11
Distributor: a0N2H00000VO1GxUAL, Opportunity: PY _ GLOBALTI _ Tecnoedil _ Paracel location _ FG-600F&FS&FAP, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 23473.32
Distributor: a0N30000000WGdSEAW, Opportunity: STOCK + LOCAL -AFA - EXING - FAP + GPI, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 2632.7
Distributor: a0N3400000LcbcjEAB, Opportunity: Fiordo Austral - Recambio Switches - Telsur - Adistec, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 25591.06
Distributor: a0N3400000LcbcUEAR, Opportunity: Q3-FY24-RNW-RunRate, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 848.4
Distributor: a0N2H00000VO1GxUAL, Opportunity: PY _ EMOTION _ Bancop _ FG-40F, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 19243.32
Distributor: a0N3400000LcbceEAB, Opportunity: Win Empresas - Rintisa - Tokens, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 10369.22
Distributor: a0N3400000LcbcjEAB, Opportunity: Tenpo-Forti SASE, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 20800.0
Distributor: a0N30000000WGdSEAW, Opportunity: COTO - GlobalGate - FG - Backup Protection, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 20991.46
Distributor: a0N3400000TSoUqEAL, Opportunity: More MT_AT_FG, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 2943.0
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_Tehmcorp_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 6968.16
Distributor: a0N3400000TSoUvEAL, Opportunity: VE_Thundernet_SOS_FG120G, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 44640.0
Distributor: a0N3400000LcbhyEAB, Opportunity: MINSAL_HOSP MAULE, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 921428.41
Distributor: a0N30000000WGdSEAW, Opportunity: STOCK + LOCAL - Ministerio de Infraestructura de la Pcia de Bs As- NOVARED - FG, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 49208.4
Distributor: a0N3400000LcbcZEAR, Opportunity: IDEA-Wexler - SOC, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 121473.98
Distributor: a0N3400000LcbcjEAB, Opportunity: GTD-Liquimax-Grupo Lagos, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 87850.31
Distributor: a0N30000000WGdSEAW, Opportunity: DCS - CYRE- FSwitch, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 7573.8
Distributor: a0N3400000LcbhyEAB, Opportunity: TCCT_Ilustre Municipalidad de Mostazal_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 25403.54
Distributor: a0N3400000TSoUqEAL, Opportunity: Q3-FY23-RNW-BOLSA-TELEDATA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 6211.24
Distributor: a0N30000000WGdSEAW, Opportunity: Banco Comafi - Novared - APs for Brunches, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 58410.0
Distributor: a0N3400000TSoUqEAL, Opportunity: Mides_Teledata_FortiMail, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 8569.38
Distributor: a0N30000000WGdSEAW, Opportunity: San Antonio Int - Sencinet - Dacas - Secure SDWAN, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 9829.4
Distributor: a0N3400000LcbhyEAB, Opportunity: Enel Chile- NTT Dacas - FAC y FTKN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 26086.16
Distributor: a0N3400000Psy93EAB, Opportunity: INTERRAPIDISIMO/TELEFONICA/NEW SD-WAN (W EA 133K), CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 43063.12
Distributor: a0N3400000TSoUvEAL, Opportunity: SRB // Q4-2024-Renewal-Coto Cicsa (Tenant Telmex), CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 198270.77
Distributor: None, Opportunity: Bolsa Electronica de Chile - NLT - FG, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 23409.0
Distributor: a0N30000000WGdSEAW, Opportunity: STOCK + LOCAL - SANATORIO ALLENDE - GG - HW UNIFICADO con FG-1800, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 287316.34
Distributor: a0N3400000TSoY9EAL, Opportunity: Q3-2024-Renewal-FIBERLUX (SP), CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 1404.02
Distributor: a0N3400000TSoY4EAL, Opportunity: Q3-2024-Renewal-FINANCIERA DE DESARROLLO NACIONAL - CONECTIVIDAD IT-ANA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 21748.06
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-2024-Renewal-INTERNEXA (SP) TELCO, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 1200.0
Distributor: a0N3400000Psy93EAB, Opportunity: Q4-2024-Renewal-Universidad Icesi, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 24289.34
Distributor: a0N2H000007lgX7UAI, Opportunity: Q4-2024-Renewal-Serlefin S.A.-CAMILO, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 18341.95
Distributor: a0N30000000WGdSEAW, Opportunity: Andreani | Newcom | FortiGates, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 82995.7
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL_SOC_MAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 12177.06
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_Cementos Bio Bio_FortiToken, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 8181.6
Distributor: a0N3400000LcbcjEAB, Opportunity: FALABELLA - REFRESH Tecnológico Campus SD-WAN -  NEW From OP 006Hr00001Jyo4gIAB, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 269037.68
Distributor: a0N800000067B0yEAE, Opportunity: DDXLA-CO-PBS/PAYLESS COLOMBIA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 104038.56
Distributor: a0N3400000LcbhyEAB, Opportunity: KAUFMANN -  FortiNAC, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 98145.55
Distributor: a0N3400000LcbcjEAB, Opportunity: Enex-Entel-WiFi fase 2, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 100272.0
Distributor: a0N3400000TSoY4EAL, Opportunity: CORPORACIÓN COLEGIO ALEMÁN (DEUTSCHER SCHULVEREIN)-Networking, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 24194.15
Distributor: a0N3400000LcbceEAB, Opportunity: ACC_CC_PE - Win Empresas - Pesquera Centinela - FGR + FSR, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 33086.52
Distributor: a0N3400000Psy93EAB, Opportunity: Sonda/Coomeva/Deceptor, CASB, FortiFlex, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 264732.66
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_U_Valparaiso_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 156642.12
Distributor: a0N2H000007lgX2UAI, Opportunity: Q2-FY24-RNW-Municipio Loja, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 16044.35
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_Hook Chile, SA_EDR, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 42814.8
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_Belsport_YNK_SASE_Fase3_Tiendas, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 36796.5
Distributor: None, Opportunity: Empresa Electrica Guacolda- lic 60F, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 4785.1
Distributor: a0N3400000LcbceEAB, Opportunity: ACC_CC_PE - Win Empresas - Británico - FWB, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 61160.94
Distributor: a0N3400000TSoUvEAL, Opportunity: LOCAL - CONSULTING - CONSULTING - SOC - SOAR, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 35862.84
Distributor: a0N800000069gpPEAQ, Opportunity: ACC_SASE_EC_ENT-Telconet / KFC / FortiTrust, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 71000.0
Distributor: a0N3400000TSnDvEAL, Opportunity: MINVU RED WAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 102975.42
Distributor: a0N3400000TSoUvEAL, Opportunity: MI // Q3-2024-Renewal-GCBA-Proyecto FW - (30-day), CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 11455.51
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - Integra Retail - FG-40F y FortiManager, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 49964.48
Distributor: a0N3400000TSoUqEAL, Opportunity: Resonance Uruguay_Latechco_FG80F Promo, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 3860.19
Distributor: a0N30000000WGdSEAW, Opportunity: FAA - FW DC y Perimetro - NovaRed - Dacas, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 50337.08
Distributor: a0N30000000WGdSEAW, Opportunity: Prosegur - Telefonica - FG - ISOC Firewalls, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 7460.5
Distributor: a0N3400000LcbcZEAR, Opportunity: HMV Ingenieros Ltda- Secure Access Lan Edge, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 17379.62
